sku,nombre,precio,costo,categoria,mpn,proveedor,ubicacion,ancho_cm,alto_cm,detalles
CPCGB1,PORTA CUCHARA GRANDE (25x9),676,409.48,ARTESANIAS,CPCGB1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""435 107 2674"",""financiero_2023"":{""numero_control"":""0296"",""precio_compra_con_iva"":475,""iva_compra"":65.52,""porcentaje_a_ganar"":35,""utilidad"":166.25,""openpay_comision"":16.28,""openpay_iva"":2.6,""comision_tienda_nube"":15.8,""total_comisiones"":34.68,""descuento_pago_transferencia_pct"":2.57,""iva_venta_desglosar"":93.23,""precio_venta_sin_iva"":583,""ganancia_real"":173,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CPCAA1,PORTACANDEREL (6.5x11.5x8),450,271.55,ARTESANIAS,CPCAA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""436 107 2674"",""financiero_2023"":{""numero_control"":""0297"",""precio_compra_con_iva"":315,""iva_compra"":43.45,""porcentaje_a_ganar"":35,""utilidad"":110.25,""openpay_comision"":11.64,""openpay_iva"":1.86,""comision_tienda_nube"":11.37,""total_comisiones"":24.87,""descuento_pago_transferencia_pct"":2.76,""iva_venta_desglosar"":62.09,""precio_venta_sin_iva"":388,""ganancia_real"":116,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CPORA1,PORTACLIPS (5x6.5),309,185.34,ARTESANIAS,CPORA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""437 107 2674"",""financiero_2023"":{""numero_control"":""0298"",""precio_compra_con_iva"":215,""iva_compra"":29.66,""porcentaje_a_ganar"":35,""utilidad"":75.25,""openpay_comision"":8.74,""openpay_iva"":1.4,""comision_tienda_nube"":8.61,""total_comisiones"":18.74,""descuento_pago_transferencia_pct"":3.03,""iva_venta_desglosar"":42.62,""precio_venta_sin_iva"":266,""ganancia_real"":81,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CPORB1,PORTALAPICES (10.5x6.5),436,262.93,ARTESANIAS,CPORB1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""438 107 2674"",""financiero_2023"":{""numero_control"":""0299"",""precio_compra_con_iva"":305,""iva_compra"":42.07,""porcentaje_a_ganar"":35,""utilidad"":106.75,""openpay_comision"":11.35,""openpay_iva"":1.82,""comision_tienda_nube"":11.1,""total_comisiones"":24.26,""descuento_pago_transferencia_pct"":2.78,""iva_venta_desglosar"":60.14,""precio_venta_sin_iva"":376,""ganancia_real"":113,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CPCCA1,PORTAVELA CALADO CHICO (7.5x8.5),528,318.97,ARTESANIAS,CPCCA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""439 107 2674"",""financiero_2023"":{""numero_control"":""0300"",""precio_compra_con_iva"":370,""iva_compra"":51.03,""porcentaje_a_ganar"":35,""utilidad"":129.5,""openpay_comision"":13.23,""openpay_iva"":2.12,""comision_tienda_nube"":12.9,""total_comisiones"":28.24,""descuento_pago_transferencia_pct"":2.68,""iva_venta_desglosar"":72.79,""precio_venta_sin_iva"":455,""ganancia_real"":136,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CPCMA1,PORTAVELA CALADO MEDIANO (10.5x10.5),761,461.21,ARTESANIAS,CPCMA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""440 107 2674"",""financiero_2023"":{""numero_control"":""0301"",""precio_compra_con_iva"":535,""iva_compra"":73.79,""porcentaje_a_ganar"":35,""utilidad"":187.25,""openpay_comision"":18.02,""openpay_iva"":2.88,""comision_tienda_nube"":17.46,""total_comisiones"":38.36,""descuento_pago_transferencia_pct"":2.52,""iva_venta_desglosar"":104.91,""precio_venta_sin_iva"":656,""ganancia_real"":194,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CQUEA1,QUESERA (9.5x21),1650,1004.31,ARTESANIAS,CQUEA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""441 107 2674"",""financiero_2023"":{""numero_control"":""0302"",""precio_compra_con_iva"":1165,""iva_compra"":160.69,""porcentaje_a_ganar"":35,""utilidad"":407.75,""openpay_comision"":36.29,""openpay_iva"":5.81,""comision_tienda_nube"":34.9,""total_comisiones"":76.99,""descuento_pago_transferencia_pct"":2.33,""iva_venta_desglosar"":227.55,""precio_venta_sin_iva"":1422,""ganancia_real"":418,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CSPBA1,SALERO / PIMIENTERO BOLA (9x8.5),598,362.07,ARTESANIAS,CSPBA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""442 107 2674"",""financiero_2023"":{""numero_control"":""0303"",""precio_compra_con_iva"":420,""iva_compra"":57.93,""porcentaje_a_ganar"":35,""utilidad"":147,""openpay_comision"":14.68,""openpay_iva"":2.35,""comision_tienda_nube"":14.28,""total_comisiones"":31.31,""descuento_pago_transferencia_pct"":2.62,""iva_venta_desglosar"":82.53,""precio_venta_sin_iva"":516,""ganancia_real"":154,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CSCHA1,SALERO CHICO (3.5x3),217,129.31,ARTESANIAS,CSCHA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""443 107 2674"",""financiero_2023"":{""numero_control"":""0304"",""precio_compra_con_iva"":150,""iva_compra"":20.69,""porcentaje_a_ganar"":35,""utilidad"":52.5,""openpay_comision"":6.85,""openpay_iva"":1.1,""comision_tienda_nube"":6.81,""total_comisiones"":14.75,""descuento_pago_transferencia_pct"":3.4,""iva_venta_desglosar"":29.97,""precio_venta_sin_iva"":187,""ganancia_real"":58,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CSCUA1,SALERO CUADRADO (8x3),274,163.79,ARTESANIAS,CSCUA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""444 107 2674"",""financiero_2023"":{""numero_control"":""0305"",""precio_compra_con_iva"":190,""iva_compra"":26.21,""porcentaje_a_ganar"":35,""utilidad"":66.5,""openpay_comision"":8.01,""openpay_iva"":1.28,""comision_tienda_nube"":7.92,""total_comisiones"":17.21,""descuento_pago_transferencia_pct"":3.14,""iva_venta_desglosar"":37.75,""precio_venta_sin_iva"":236,""ganancia_real"":72,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CSGRA1,SALERO GRANDE (6.5x4.5),238,142.24,ARTESANIAS,CSGRA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""445 107 2674"",""financiero_2023"":{""numero_control"":""0306"",""precio_compra_con_iva"":165,""iva_compra"":22.76,""porcentaje_a_ganar"":35,""utilidad"":57.75,""openpay_comision"":7.29,""openpay_iva"":1.17,""comision_tienda_nube"":7.22,""total_comisiones"":15.67,""descuento_pago_transferencia_pct"":3.29,""iva_venta_desglosar"":32.89,""precio_venta_sin_iva"":206,""ganancia_real"":63,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CSCHB1,SALSERA CHICA (7.5x9.5),528,318.97,ARTESANIAS,CSCHB1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""446 107 2674"",""financiero_2023"":{""numero_control"":""0307"",""precio_compra_con_iva"":370,""iva_compra"":51.03,""porcentaje_a_ganar"":35,""utilidad"":129.5,""openpay_comision"":13.23,""openpay_iva"":2.12,""comision_tienda_nube"":12.9,""total_comisiones"":28.24,""descuento_pago_transferencia_pct"":2.68,""iva_venta_desglosar"":72.79,""precio_venta_sin_iva"":455,""ganancia_real"":136,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CSRIA1,SERVILLETERO REDONDO INDIVIDUAL (4.5x3.5),217,129.31,ARTESANIAS,CSRIA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""447 107 2674"",""financiero_2023"":{""numero_control"":""0308"",""precio_compra_con_iva"":150,""iva_compra"":20.69,""porcentaje_a_ganar"":35,""utilidad"":52.5,""openpay_comision"":6.85,""openpay_iva"":1.1,""comision_tienda_nube"":6.81,""total_comisiones"":14.75,""descuento_pago_transferencia_pct"":3.4,""iva_venta_desglosar"":29.97,""precio_venta_sin_iva"":187,""ganancia_real"":58,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CSAVA1,SET ACEITE Y VINAGRE (3 PIEZAS),1826,1112.07,ARTESANIAS,CSAVA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""448 107 2674"",""financiero_2023"":{""numero_control"":""0309"",""precio_compra_con_iva"":1290,""iva_compra"":177.93,""porcentaje_a_ganar"":35,""utilidad"":451.5,""openpay_comision"":39.91,""openpay_iva"":6.39,""comision_tienda_nube"":38.36,""total_comisiones"":84.65,""descuento_pago_transferencia_pct"":2.32,""iva_venta_desglosar"":251.88,""precio_venta_sin_iva"":1574,""ganancia_real"":462,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CCAAA1,SET CREMERA Y AZUCARERA AMERICANO (3 PIEZAS),1424,866.38,ARTESANIAS,CCAAA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""449 107 2674"",""financiero_2023"":{""numero_control"":""0310"",""precio_compra_con_iva"":1005,""iva_compra"":138.62,""porcentaje_a_ganar"":35,""utilidad"":351.75,""openpay_comision"":31.65,""openpay_iva"":5.06,""comision_tienda_nube"":30.47,""total_comisiones"":67.18,""descuento_pago_transferencia_pct"":2.36,""iva_venta_desglosar"":196.4,""precio_venta_sin_iva"":1228,""ganancia_real"":361,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CCAEA1,SET CREMERA Y AZUCARERA EXRESS (3 PIEZAS),1276,775.86,ARTESANIAS,CCAEA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""450 107 2674"",""financiero_2023"":{""numero_control"":""0311"",""precio_compra_con_iva"":900,""iva_compra"":124.14,""porcentaje_a_ganar"":35,""utilidad"":315,""openpay_comision"":28.6,""openpay_iva"":4.58,""comision_tienda_nube"":27.56,""total_comisiones"":60.74,""descuento_pago_transferencia_pct"":2.38,""iva_venta_desglosar"":175.96,""precio_venta_sin_iva"":1100,""ganancia_real"":324,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CTARA1,TARJETERO (6.5x11),330,198.28,ARTESANIAS,CTARA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""451 107 2674"",""financiero_2023"":{""numero_control"":""0312"",""precio_compra_con_iva"":230,""iva_compra"":31.72,""porcentaje_a_ganar"":35,""utilidad"":80.5,""openpay_comision"":9.17,""openpay_iva"":1.47,""comision_tienda_nube"":9.02,""total_comisiones"":19.66,""descuento_pago_transferencia_pct"":2.98,""iva_venta_desglosar"":45.54,""precio_venta_sin_iva"":285,""ganancia_real"":86,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CTALA1,TARRO ALTO (11.5x8.5),450,271.55,ARTESANIAS,CTALA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""452 107 2674"",""financiero_2023"":{""numero_control"":""0313"",""precio_compra_con_iva"":315,""iva_compra"":43.45,""porcentaje_a_ganar"":35,""utilidad"":110.25,""openpay_comision"":11.64,""openpay_iva"":1.86,""comision_tienda_nube"":11.37,""total_comisiones"":24.87,""descuento_pago_transferencia_pct"":2.76,""iva_venta_desglosar"":62.09,""precio_venta_sin_iva"":388,""ganancia_real"":116,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CTASA1,TARRO ASA (9.5x8),450,271.55,ARTESANIAS,CTASA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""453 107 2674"",""financiero_2023"":{""numero_control"":""0314"",""precio_compra_con_iva"":315,""iva_compra"":43.45,""porcentaje_a_ganar"":35,""utilidad"":110.25,""openpay_comision"":11.64,""openpay_iva"":1.86,""comision_tienda_nube"":11.37,""total_comisiones"":24.87,""descuento_pago_transferencia_pct"":2.76,""iva_venta_desglosar"":62.09,""precio_venta_sin_iva"":388,""ganancia_real"":116,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CTCGA1,TARRO CAFETERO GRANDE (10x8),450,271.55,ARTESANIAS,CTCGA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""454 107 2674"",""financiero_2023"":{""numero_control"":""0315"",""precio_compra_con_iva"":315,""iva_compra"":43.45,""porcentaje_a_ganar"":35,""utilidad"":110.25,""openpay_comision"":11.64,""openpay_iva"":1.86,""comision_tienda_nube"":11.37,""total_comisiones"":24.87,""descuento_pago_transferencia_pct"":2.76,""iva_venta_desglosar"":62.09,""precio_venta_sin_iva"":388,""ganancia_real"":116,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CTCAA1,TARRO CERVECERO ANCHO (13.5x9.5),718,435.34,ARTESANIAS,CTCAA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""455 107 2674"",""financiero_2023"":{""numero_control"":""0316"",""precio_compra_con_iva"":505,""iva_compra"":69.66,""porcentaje_a_ganar"":35,""utilidad"":176.75,""openpay_comision"":17.15,""openpay_iva"":2.74,""comision_tienda_nube"":16.63,""total_comisiones"":36.52,""descuento_pago_transferencia_pct"":2.54,""iva_venta_desglosar"":99.07,""precio_venta_sin_iva"":619,""ganancia_real"":184,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CTCCA1,TARRO CERVECERO CHICO (13.5x8.5),542,327.59,ARTESANIAS,CTCCA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""456 107 2674"",""financiero_2023"":{""numero_control"":""0317"",""precio_compra_con_iva"":380,""iva_compra"":52.41,""porcentaje_a_ganar"":35,""utilidad"":133,""openpay_comision"":13.52,""openpay_iva"":2.16,""comision_tienda_nube"":13.17,""total_comisiones"":28.86,""descuento_pago_transferencia_pct"":2.66,""iva_venta_desglosar"":74.74,""precio_venta_sin_iva"":467,""ganancia_real"":140,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CTCHA1,TARRO CHICO (7.5x7.5),422,254.31,ARTESANIAS,CTCHA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""457 107 2674"",""financiero_2023"":{""numero_control"":""0318"",""precio_compra_con_iva"":295,""iva_compra"":40.69,""porcentaje_a_ganar"":35,""utilidad"":103.25,""openpay_comision"":11.06,""openpay_iva"":1.77,""comision_tienda_nube"":10.82,""total_comisiones"":23.65,""descuento_pago_transferencia_pct"":2.8,""iva_venta_desglosar"":58.19,""precio_venta_sin_iva"":364,""ganancia_real"":109,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CTPIA1,TARRO PIRAMIDE (10.5x8),450,271.55,ARTESANIAS,CTPIA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""423 107 2674"",""financiero_2023"":{""numero_control"":""0319"",""precio_compra_con_iva"":315,""iva_compra"":43.45,""porcentaje_a_ganar"":35,""utilidad"":110.25,""openpay_comision"":11.64,""openpay_iva"":1.86,""comision_tienda_nube"":11.37,""total_comisiones"":24.87,""descuento_pago_transferencia_pct"":2.76,""iva_venta_desglosar"":62.09,""precio_venta_sin_iva"":388,""ganancia_real"":116,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CTCAB1,TAZA DE CAFE AMERICANO (7.5x9.5),422,254.31,ARTESANIAS,CTCAB1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""424 107 2674"",""financiero_2023"":{""numero_control"":""0320"",""precio_compra_con_iva"":295,""iva_compra"":40.69,""porcentaje_a_ganar"":35,""utilidad"":103.25,""openpay_comision"":11.06,""openpay_iva"":1.77,""comision_tienda_nube"":10.82,""total_comisiones"":23.65,""descuento_pago_transferencia_pct"":2.8,""iva_venta_desglosar"":58.19,""precio_venta_sin_iva"":364,""ganancia_real"":109,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CTCEA1,TAZA DE CAFE EXPRESS (5.5x5.5),238,142.24,ARTESANIAS,CTCEA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""425 107 2674"",""financiero_2023"":{""numero_control"":""0321"",""precio_compra_con_iva"":165,""iva_compra"":22.76,""porcentaje_a_ganar"":35,""utilidad"":57.75,""openpay_comision"":7.29,""openpay_iva"":1.17,""comision_tienda_nube"":7.22,""total_comisiones"":15.67,""descuento_pago_transferencia_pct"":3.29,""iva_venta_desglosar"":32.89,""precio_venta_sin_iva"":206,""ganancia_real"":63,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CTCHB1,TAZA CHOCOLATERA (11.5X16.5),718,435.34,ARTESANIAS,CTCHB1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""426 107 2674"",""financiero_2023"":{""numero_control"":""0322"",""precio_compra_con_iva"":505,""iva_compra"":69.66,""porcentaje_a_ganar"":35,""utilidad"":176.75,""openpay_comision"":17.15,""openpay_iva"":2.74,""comision_tienda_nube"":16.63,""total_comisiones"":36.52,""descuento_pago_transferencia_pct"":2.54,""iva_venta_desglosar"":99.07,""precio_venta_sin_iva"":619,""ganancia_real"":184,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CTAMA1,TERNO AMERICANO (PLATO Y TAZA) (2 PIEZAS),810,491.38,ARTESANIAS,CTAMA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""427 107 2674"",""financiero_2023"":{""numero_control"":""0323"",""precio_compra_con_iva"":570,""iva_compra"":78.62,""porcentaje_a_ganar"":35,""utilidad"":199.5,""openpay_comision"":19.03,""openpay_iva"":3.04,""comision_tienda_nube"":18.43,""total_comisiones"":40.51,""descuento_pago_transferencia_pct"":2.5,""iva_venta_desglosar"":111.73,""precio_venta_sin_iva"":698,""ganancia_real"":207,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CTEXA1,TERNO EXPRESS (PLATO Y TAZA) (2 PIEZAS),450,271.55,ARTESANIAS,CTEXA1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""428 107 2674"",""financiero_2023"":{""numero_control"":""0324"",""precio_compra_con_iva"":315,""iva_compra"":43.45,""porcentaje_a_ganar"":35,""utilidad"":110.25,""openpay_comision"":11.64,""openpay_iva"":1.86,""comision_tienda_nube"":11.37,""total_comisiones"":24.87,""descuento_pago_transferencia_pct"":2.76,""iva_venta_desglosar"":62.09,""precio_venta_sin_iva"":388,""ganancia_real"":116,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CTALC1,TIBOR ALTO # 9 (45x27),8805,5375,ARTESANIAS,CTALC1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""429 107 2674"",""financiero_2023"":{""numero_control"":""0325"",""precio_compra_con_iva"":6235,""iva_compra"":860,""porcentaje_a_ganar"":35,""utilidad"":2182.25,""openpay_comision"":183.32,""openpay_iva"":29.33,""comision_tienda_nube"":175.2,""total_comisiones"":387.84,""descuento_pago_transferencia_pct"":2.2,""iva_venta_desglosar"":1214.5,""precio_venta_sin_iva"":7591,""ganancia_real"":2216,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CTGOB1,TIBOR GORDO # 7 (21.5x16.5),1904,1159.48,ARTESANIAS,CTGOB1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""430 107 2674"",""financiero_2023"":{""numero_control"":""0326"",""precio_compra_con_iva"":1345,""iva_compra"":185.52,""porcentaje_a_ganar"":35,""utilidad"":470.75,""openpay_comision"":41.51,""openpay_iva"":6.64,""comision_tienda_nube"":39.88,""total_comisiones"":88.02,""descuento_pago_transferencia_pct"":2.31,""iva_venta_desglosar"":262.59,""precio_venta_sin_iva"":1641,""ganancia_real"":482,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
CTGOC1,TIBOR GORDO # 8 (30.5x21.5),4239,2586.21,ARTESANIAS,CTGOC1,SERVIN,TARANDACUAU GTO,,,"{""proveedor_contacto"":""VERONICA"",""proveedor_telefono"":""431 107 2674"",""financiero_2023"":{""numero_control"":""0327"",""precio_compra_con_iva"":3000,""iva_compra"":413.79,""porcentaje_a_ganar"":35,""utilidad"":1050,""openpay_comision"":89.5,""openpay_iva"":14.32,""comision_tienda_nube"":85.68,""total_comisiones"":189.5,""descuento_pago_transferencia_pct"":2.23,""iva_venta_desglosar"":584.76,""precio_venta_sin_iva"":3655,""ganancia_real"":1069,""_nota"":""Congelado del control de Excel 2023. No se recalcula ni se sincroniza.""}}"
